,chr,node_layer_0,node_layer_1,weights_0,layer0_name,weights_1,layer1_name,raw_importance
2381,chr2,2381,5192,0.0013426883,chrchr2:97498348,-2.8870177e-06,CNNM3,-3.876365e-09
2382,chr2,2382,5193,-0.0014471008,chrchr2:97505598,2.3266155e-06,ANKRD23,-3.366847e-09
2383,chr2,2383,5193,0.0032344093,chrchr2:97506502,2.3266155e-06,ANKRD23,7.525227e-09
2384,chr2,2384,5193,0.0012991307,chrchr2:97506680,2.3266155e-06,ANKRD23,3.0225777e-09
2385,chr2,2385,5193,-0.0030766777,chrchr2:97509731,2.3266155e-06,ANKRD23,-7.158246e-09
2386,chr2,2386,5194,-0.0115532465,chrchr2:97526963,0.013047009,SEMA4C,-0.00015073532
2387,chr2,2387,5195,-0.006370932,chrchr2:97862396,1.4980608e-06,ANKRD36,-9.544043e-09
2388,chr2,2388,5196,0.02167979,chrchr2:98341728,4.087632e-06,ZAP70,8.861901e-08
2389,chr2,2389,5197,0.00010330536,chrchr2:98410046,5.4587895e-07,TMEM131,5.6392224e-11
2390,chr2,2390,5197,-0.00086955196,chrchr2:98427712,5.4587895e-07,TMEM131,-4.7467014e-10
2391,chr2,2391,5198,0.0032613967,chrchr2:99149946,2.1873611e-06,INPP4A,7.133852e-09
2392,chr2,2392,5198,0.005274162,chrchr2:99170727,2.1873611e-06,INPP4A,1.1536497e-08
2393,chr2,2393,5199,-0.00070973573,chrchr2:99912153,2.2874741e-07,LYG1,-1.6235022e-10
2394,chr2,2394,5200,-0.0043011406,chrchr2:99977048,-3.2391536e-06,EIF5B,1.3932055e-08
2395,chr2,2395,5200,-0.0012914403,chrchr2:99980081,-3.2391536e-06,EIF5B,4.1831734e-09
2396,chr2,2396,5200,-0.0034995489,chrchr2:99995517,-3.2391536e-06,EIF5B,1.1335576e-08
2397,chr2,2397,5200,0.0050809165,chrchr2:100015273,-3.2391536e-06,EIF5B,-1.6457868e-08
2398,chr2,2398,5201,-0.0004742842,chrchr2:100017755,0.018947478,REV1,-8.98649e-06
2399,chr2,2399,5201,0.00854798,chrchr2:100019497,0.018947478,REV1,0.00016196267
2400,chr2,2400,5201,-0.013179563,chrchr2:100058870,0.018947478,REV1,-0.00024971948
2401,chr2,2401,5202,0.006497621,chrchr2:100906912,-2.4123374e-06,LONRF2,-1.5674454e-08
2402,chr2,2402,5203,-0.0017073865,chrchr2:101188227,2.6267324e-07,PDCL3,-4.4848472e-10
2403,chr2,2403,5204,0.0007565487,chrchr2:101541798,0.045957163,NPAS2,3.4768833e-05
2404,chr2,2404,5204,0.003890634,chrchr2:101584895,0.045957163,NPAS2,0.0001788025
2405,chr2,2405,5204,-0.0012059092,chrchr2:101598677,0.045957163,NPAS2,-5.5420165e-05
2406,chr2,2406,5204,-0.009274232,chrchr2:101606810,0.045957163,NPAS2,-0.0004262174
2407,chr2,2407,5205,0.00863859,chrchr2:101635538,-1.3778091e-05,RPL31,-1.1902327e-07
2408,chr2,2408,5206,0.0035561784,chrchr2:101652557,0.008887682,TBC1D8,3.1606185e-05
2409,chr2,2409,5206,-0.0034486966,chrchr2:101654035,0.008887682,TBC1D8,-3.0650917e-05
2410,chr2,2410,5207,0.03002421,chrchr2:101869588,-2.0727412e-06,CNOT11,-6.223242e-08
2411,chr2,2411,5208,0.032495927,chrchr2:101925026,5.5477276e-06,RNF149,1.8027855e-07
2412,chr2,2412,5208,-0.003576652,chrchr2:101925035,5.5477276e-06,RNF149,-1.9842291e-08
2413,chr2,2413,5209,-0.00019559427,chrchr2:102785064,4.638637e-06,IL1R1,-9.0729085e-10
2414,chr2,2414,5209,-0.006148349,chrchr2:102785158,4.638637e-06,IL1R1,-2.851996e-08
2415,chr2,2415,5210,0.005965865,chrchr2:102988460,-8.851612e-08,IL18R1,-5.2807525e-10
2416,chr2,2416,5211,0.002658803,chrchr2:103095404,-0.024963262,SLC9A4,-6.63724e-05
2417,chr2,2417,5211,-0.000452504,chrchr2:103095531,-0.024963262,SLC9A4,1.1295976e-05
2418,chr2,2418,5211,-0.002129187,chrchr2:103120179,-0.024963262,SLC9A4,5.3151456e-05
2419,chr2,2419,5211,0.003721873,chrchr2:103141447,-0.024963262,SLC9A4,-9.291009e-05
2420,chr2,2420,5211,-0.0051547745,chrchr2:103149100,-0.024963262,SLC9A4,0.00012867998
2421,chr2,2421,5211,-0.0023396611,chrchr2:103149162,-0.024963262,SLC9A4,5.8405574e-05
2422,chr2,2422,5211,0.004185782,chrchr2:103149182,-0.024963262,SLC9A4,-0.00010449077
2423,chr2,2423,5212,0.0021367657,chrchr2:103310828,1.4101779e-06,SLC9A2,3.01322e-09
2424,chr2,2424,5213,-0.04339082,chrchr2:103335441,-3.3865804e-06,MFSD9,1.469465e-07
2425,chr2,2425,5214,0.009157397,chrchr2:103380834,4.597532e-06,TMEM182,4.2101426e-08
2426,chr2,2426,5215,0.0058137015,chrchr2:105706433,2.0244888e-06,MRPS9,1.1769774e-08
2427,chr2,2427,5215,-0.005727505,chrchr2:105710062,2.0244888e-06,MRPS9,-1.159527e-08
2428,chr2,2428,5216,-0.0018178466,chrchr2:105716266,-2.0745429e-06,MRPS9-AS1,3.7712007e-09
2429,chr2,2429,5217,-0.00087226706,chrchr2:105954007,-4.7429012e-08,C2orf49,4.1370764e-11
2430,chr2,2430,5217,-0.0033489396,chrchr2:105959515,-4.7429012e-08,C2orf49,1.588369e-10
2431,chr2,2431,5217,0.0040862053,chrchr2:105961788,-4.7429012e-08,C2orf49,-1.9380468e-10
2432,chr2,2432,5218,0.00048580818,chrchr2:106690470,-7.524943e-07,ECRG4,-3.6556788e-10
2433,chr2,2433,5218,0.006842446,chrchr2:106690493,-7.524943e-07,ECRG4,-5.1489017e-09
2434,chr2,2434,5219,0.0006202526,chrchr2:106729270,-2.569945e-06,UXS1,-1.5940151e-09
2435,chr2,2435,5220,0.011541878,chrchr2:107450589,8.1538053e-07,ST6GAL2,9.411022e-09
2436,chr2,2436,5220,0.005979207,chrchr2:107459974,8.1538053e-07,ST6GAL2,4.875329e-09
2437,chr2,2437,5221,-0.008663204,chrchr2:108863767,1.4554771e-06,SULT1C3,-1.2609094e-08
2438,chr2,2438,5222,0.015755344,chrchr2:109099531,-1.8298629e-06,GCC2,-2.8830119e-08
2439,chr2,2439,5223,-0.00951372,chrchr2:109336018,9.140516e-06,RANBP2,-8.696031e-08
2440,chr2,2440,5223,-0.0035650933,chrchr2:109380406,9.140516e-06,RANBP2,-3.2586794e-08
2441,chr2,2441,5223,0.0017340374,chrchr2:109380649,9.140516e-06,RANBP2,1.5849997e-08
2442,chr2,2442,5224,-0.0023001977,chrchr2:109513321,3.2703003e-06,EDAR,-7.522337e-09
2443,chr2,2443,5224,-0.003301081,chrchr2:109513601,3.2703003e-06,EDAR,-1.0795526e-08
2444,chr2,2444,5224,0.0038929982,chrchr2:109526969,3.2703003e-06,EDAR,1.2731274e-08
2445,chr2,2445,5224,0.020871235,chrchr2:109527373,3.2703003e-06,EDAR,6.8255204e-08
2446,chr2,2446,5225,0.014333209,chrchr2:110919321,3.8272465e-06,NPHP1,5.4856724e-08
2447,chr2,2447,5226,-0.0061920914,chrchr2:112656333,0.030239254,MERTK,-0.00018724422
2448,chr2,2448,5226,0.00556756,chrchr2:112686988,0.030239254,MERTK,0.00016835886
2449,chr2,2449,5226,-0.0037630044,chrchr2:112702647,0.030239254,MERTK,-0.00011379045
2450,chr2,2450,5226,-0.004814914,chrchr2:112705157,0.030239254,MERTK,-0.0001455994
2451,chr2,2451,5226,-0.004781271,chrchr2:112705185,0.030239254,MERTK,-0.00014458207
2452,chr2,2452,5226,0.0058787265,chrchr2:112740373,0.030239254,MERTK,0.0001777683
2453,chr2,2453,5226,0.03499078,chrchr2:112751928,0.030239254,MERTK,0.0010580951
2454,chr2,2454,5226,0.0032762606,chrchr2:112754720,0.030239254,MERTK,9.907168e-05
2455,chr2,2455,5226,0.004927254,chrchr2:112754880,0.030239254,MERTK,0.00014899648
2456,chr2,2456,5226,-0.008911746,chrchr2:112754943,0.030239254,MERTK,-0.00026948453
2457,chr2,2457,5226,0.0095758,chrchr2:112755001,0.030239254,MERTK,0.00028956504
2458,chr2,2458,5226,-0.008509806,chrchr2:112765973,0.030239254,MERTK,-0.0002573302
2459,chr2,2459,5226,0.0046887603,chrchr2:112780011,0.030239254,MERTK,0.0001417846
2460,chr2,2460,5227,-0.0009192393,chrchr2:112843631,0.011539222,TMEM87B,-1.0607306e-05
2461,chr2,2461,5227,-0.00256699,chrchr2:112847164,0.011539222,TMEM87B,-2.9621067e-05
2462,chr2,2462,5228,0.008103744,chrchr2:112940321,-1.5775695e-06,FBLN7,-1.278422e-08
2463,chr2,2463,5229,-0.0030246498,chrchr2:113067622,5.2872076e-07,ZC3H6,-1.5991951e-09
2464,chr2,2464,5229,-0.006779242,chrchr2:113089267,5.2872076e-07,ZC3H6,-3.584326e-09
2465,chr2,2465,5229,-0.0012050988,chrchr2:113090047,5.2872076e-07,ZC3H6,-6.3716077e-10
2466,chr2,2466,5230,0.0034127599,chrchr2:113277949,-3.920277e-07,TTL,-1.3378963e-09
2467,chr2,2467,5231,-0.0075780377,chrchr2:113742523,-1.8250175e-06,IL36G,1.3830052e-08
2468,chr2,2468,5232,0.0064194775,chrchr2:113993073,-3.1121467e-06,PAX8,-1.9978357e-08
2469,chr2,2469,5233,-0.0008252241,chrchr2:114501242,3.206153e-07,SLC35F5,-2.6457947e-10
2470,chr2,2470,5234,-0.0037253606,chrchr2:116593757,-1.6074623e-06,DPP10,5.988377e-09
2471,chr2,2471,5235,-0.0032803335,chrchr2:118753110,5.9373738e-06,CCDC93,-1.9476566e-08
2472,chr2,2472,5235,0.0034144507,chrchr2:118771566,5.9373738e-06,CCDC93,2.027287e-08
2473,chr2,2473,5236,0.0013123028,chrchr2:119732042,-0.032930907,MARCO,-4.321532e-05
2474,chr2,2474,5236,-0.0017262122,chrchr2:119732103,-0.032930907,MARCO,5.6845733e-05
2475,chr2,2475,5236,0.0021421188,chrchr2:119749477,-0.032930907,MARCO,-7.0541915e-05
2476,chr2,2476,5236,0.005847206,chrchr2:119752066,-0.032930907,MARCO,-0.0001925538
2477,chr2,2477,5237,-0.0056556715,chrchr2:119988565,0.021068275,STEAP3,-0.000119155244
2478,chr2,2478,5237,0.00055392133,chrchr2:120003211,0.021068275,STEAP3,1.1670167e-05
2479,chr2,2479,5238,-0.0006432787,chrchr2:120125029,1.915679e-06,DBI,-1.2323155e-09
2480,chr2,2480,5239,0.00053028885,chrchr2:120195046,6.26745e-07,TMEM37,3.323559e-10
2481,chr2,2481,5240,-0.0037676126,chrchr2:120209633,-9.0314904e-07,SCTR,3.4027157e-09
2482,chr2,2482,5240,0.0037514886,chrchr2:120221711,-9.0314904e-07,SCTR,-3.3881533e-09
2483,chr2,2483,5241,-0.0023959335,chrchr2:120414083,-0.048257157,CFAP221,0.00011562094
2484,chr2,2484,5242,0.0012729741,chrchr2:121555058,6.8334443e-06,GLI2,8.698797e-09
2485,chr2,2485,5243,0.0002621515,chrchr2:122125289,1.6447773e-05,CLASP1,4.3118087e-09
2486,chr2,2486,5243,0.0025280614,chrchr2:122182791,1.6447773e-05,CLASP1,4.1580982e-08
2487,chr2,2487,5243,-0.0016864637,chrchr2:122184950,1.6447773e-05,CLASP1,-2.7738572e-08
2488,chr2,2488,5244,0.0046512154,chrchr2:125405388,-1.8177117e-06,CNTNAP5,-8.454569e-09
2489,chr2,2489,5245,-0.003567515,chrchr2:127808046,-5.6638046e-06,BIN1,2.0205707e-08
2490,chr2,2490,5245,-0.00061054964,chrchr2:127808116,-5.6638046e-06,BIN1,3.4580339e-09
2491,chr2,2491,5245,0.0028174082,chrchr2:127808127,-5.6638046e-06,BIN1,-1.595725e-08
2492,chr2,2492,5245,-5.2028834e-05,chrchr2:127819669,-5.6638046e-06,BIN1,2.9468114e-10
2493,chr2,2493,5245,-0.007100482,chrchr2:127821207,-5.6638046e-06,BIN1,4.0215742e-08
2494,chr2,2494,5246,0.0054447274,chrchr2:128030569,-4.6037803e-07,ERCC3,-2.506633e-09
2495,chr2,2495,5247,0.0025047755,chrchr2:128075709,-2.1942774e-06,MAP3K2,-5.4961724e-09
2496,chr2,2496,5248,0.0009856237,chrchr2:128340043,7.0898686e-06,MYO7B,6.9879427e-09
2497,chr2,2497,5248,0.0012611263,chrchr2:128392131,7.0898686e-06,MYO7B,8.941219e-09
2498,chr2,2498,5248,-0.00086600916,chrchr2:128392647,7.0898686e-06,MYO7B,-6.1398913e-09
2499,chr2,2499,5248,-6.442704e-06,chrchr2:128393390,7.0898686e-06,MYO7B,-4.5677927e-11
2500,chr2,2500,5248,-0.006772883,chrchr2:128393908,7.0898686e-06,MYO7B,-4.8018848e-08
2501,chr2,2501,5249,0.00029999673,chrchr2:128396963,-3.0947926e-06,LIMS2,-9.2842767e-10
2502,chr2,2503,5249,0.0005624216,chrchr2:128412154,-3.0947926e-06,LIMS2,-1.7405783e-09
2503,chr2,2502,5250,0.0060807266,chrchr2:128409332,-1.6216222e-06,GPR17,-9.860641e-09
2504,chr2,2504,5251,-0.00020930142,chrchr2:128480969,6.488431e-06,WDR33,-1.3580378e-09
2505,chr2,2505,5251,0.0019625698,chrchr2:128528436,6.488431e-06,WDR33,1.2733999e-08
2506,chr2,2506,5251,-0.0003454758,chrchr2:128528508,6.488431e-06,WDR33,-2.241596e-09
2507,chr2,2507,5252,-0.0012137064,chrchr2:128699750,0.023220534,SAP130,-2.818291e-05
2508,chr2,2508,5252,-0.017408026,chrchr2:128757995,0.023220534,SAP130,-0.00040422365
2509,chr2,2509,5252,-0.025879137,chrchr2:128772371,0.023220534,SAP130,-0.0006009274
2510,chr2,2510,5253,-0.036246452,chrchr2:130910847,-0.031934068,SMPD4,0.0011574967
2511,chr2,2511,5253,-0.009373332,chrchr2:130925088,-0.031934068,SMPD4,0.00029932862
2512,chr2,2512,5254,-0.0051734243,chrchr2:131099218,-5.4699285e-06,CCDC115,2.8298262e-08
2513,chr2,2513,5254,0.0042927726,chrchr2:131099606,-5.4699285e-06,CCDC115,-2.348116e-08
2514,chr2,2514,5255,0.00093564775,chrchr2:131102906,4.4254975e-06,IMP4,4.140707e-09
2515,chr2,2515,5256,-0.0107952785,chrchr2:131520106,-1.4467994e-06,AMER3,1.5618602e-08
2516,chr2,2516,5257,-0.005211658,chrchr2:131829388,4.544048e-07,FAM168B,-2.3682023e-09
2517,chr2,2517,5258,-0.0149219055,chrchr2:132200345,-1.4754606e-06,NOC2LP2,2.2016684e-08
2518,chr2,2518,5258,-0.0016057298,chrchr2:132201466,-1.4754606e-06,NOC2LP2,2.369191e-09
2519,chr2,2519,5259,-0.0015043638,chrchr2:132241704,-2.9358905e-06,MZT2A,4.4166475e-09
2520,chr2,2520,5260,-0.0014111117,chrchr2:132277650,-2.8067307e-06,LOC150776,3.9606105e-09
2521,chr2,2521,5261,0.00033457266,chrchr2:132290464,2.6594362e-06,CCDC74A,8.8977464e-10
2522,chr2,2522,5262,-0.0010433252,chrchr2:135694379,-0.017381744,CCNT2,1.8134811e-05
2523,chr2,2523,5262,0.002324458,chrchr2:135700151,-0.017381744,CCNT2,-4.0403134e-05
2524,chr2,2524,5262,0.00056986825,chrchr2:135710322,-0.017381744,CCNT2,-9.905304e-06
2525,chr2,2525,5262,-0.043773487,chrchr2:135711516,-0.017381744,CCNT2,0.0007608596
2526,chr2,2526,5262,-0.00895511,chrchr2:135711657,-0.017381744,CCNT2,0.00015565543
2527,chr2,2527,5263,-0.001143035,chrchr2:135740876,2.7751626e-05,MAP3K19,-3.172108e-08
2528,chr2,2528,5263,-0.00039168753,chrchr2:135745392,2.7751626e-05,MAP3K19,-1.0869966e-08
2529,chr2,2529,5263,0.003640309,chrchr2:135745545,2.7751626e-05,MAP3K19,1.010245e-07
2530,chr2,2530,5263,-0.00042326178,chrchr2:135745722,2.7751626e-05,MAP3K19,-1.1746203e-08
2531,chr2,2531,5263,0.0018974148,chrchr2:135756265,2.7751626e-05,MAP3K19,5.2656347e-08
2532,chr2,2532,5264,0.0029098315,chrchr2:135887597,1.9307386e-06,RAB3GAP1,5.6181237e-09
2533,chr2,2533,5264,-0.006146661,chrchr2:135911422,1.9307386e-06,RAB3GAP1,-1.1867596e-08
2534,chr2,2534,5264,0.021037813,chrchr2:135920108,1.9307386e-06,RAB3GAP1,4.0618517e-08
2535,chr2,2535,5264,0.0039029561,chrchr2:135926360,1.9307386e-06,RAB3GAP1,7.535588e-09
2536,chr2,2536,5265,-0.00032270837,chrchr2:136513084,-2.9490766e-06,UBXN4,9.516917e-10
2537,chr2,2537,5266,-0.022627478,chrchr2:136558157,-2.4630004e-05,LCT,5.573149e-07
2538,chr2,2538,5266,-0.0018715716,chrchr2:136561557,-2.4630004e-05,LCT,4.609682e-08
2539,chr2,2539,5266,0.014032441,chrchr2:136561735,-2.4630004e-05,LCT,-3.456191e-07
2540,chr2,2540,5266,0.0023237108,chrchr2:136566576,-2.4630004e-05,LCT,-5.7233006e-08
2541,chr2,2541,5266,-0.0029795384,chrchr2:136569848,-2.4630004e-05,LCT,7.338604e-08
2542,chr2,2542,5266,0.00340016,chrchr2:136574968,-2.4630004e-05,LCT,-8.374595e-08
2543,chr2,2543,5266,-0.004965248,chrchr2:136575199,-2.4630004e-05,LCT,1.2229408e-07
2544,chr2,2544,5266,-0.004659284,chrchr2:136587238,-2.4630004e-05,LCT,1.1475818e-07
2545,chr2,2545,5266,0.0066507827,chrchr2:136594158,-2.4630004e-05,LCT,-1.638088e-07
2546,chr2,2546,5267,0.012403872,chrchr2:136614255,1.5917914e-06,MCM6,1.9744377e-08
2547,chr2,2547,5267,-0.01241288,chrchr2:136627965,1.5917914e-06,MCM6,-1.9758716e-08
2548,chr2,2548,5268,-0.00059539813,chrchr2:138375972,1.922635e-06,THSD7B,-1.1447333e-09
2549,chr2,2549,5269,0.0028588315,chrchr2:139428557,-1.0043971e-06,NXPH2,-2.871402e-09
2550,chr2,2550,5270,-0.01696293,chrchr2:141359233,1.0595292e-06,LRP1B,-1.797272e-08
2551,chr2,2551,5270,-0.0037426997,chrchr2:141457920,1.0595292e-06,LRP1B,-3.9654995e-09
2552,chr2,2552,5270,-0.09331762,chrchr2:141528435,1.0595292e-06,LRP1B,-9.887274e-08
2553,chr2,2553,5270,0.008194712,chrchr2:141533710,1.0595292e-06,LRP1B,8.6825365e-09
2554,chr2,2554,5270,-0.00014342694,chrchr2:141571196,1.0595292e-06,LRP1B,-1.5196502e-10
2555,chr2,2555,5270,-0.004048015,chrchr2:141707983,1.0595292e-06,LRP1B,-4.28899e-09
2556,chr2,2556,5271,0.0038972476,chrchr2:143787161,-1.1985203e-06,KYNU,-4.6709303e-09
2557,chr2,2557,5272,-5.626498e-05,chrchr2:144710295,-2.1308629e-06,LOC101928386,1.1989296e-10
2558,chr2,2558,5273,0.005871051,chrchr2:144765037,-2.215018e-06,GTDC1,-1.3004484e-08
2559,chr2,2559,5274,0.0014173967,chrchr2:147345531,9.1007155e-07,PABPC1P2,1.2899324e-09
2560,chr2,2560,5275,0.0015567262,chrchr2:148695747,6.807292e-06,ORC4,1.0597089e-08
2561,chr2,2561,5275,0.006870462,chrchr2:148715901,6.807292e-06,ORC4,4.676924e-08
2562,chr2,2562,5276,-0.010917304,chrchr2:149227047,-2.145043e-06,MBD5,2.3418087e-08
2563,chr2,2563,5276,0.004649339,chrchr2:149247179,-2.145043e-06,MBD5,-9.973031e-09
2564,chr2,2564,5277,0.01811161,chrchr2:149853960,7.437111e-07,KIF5C,1.3469806e-08
2565,chr2,2565,5278,-0.005377677,chrchr2:150061932,-2.520537e-06,LYPD6B,1.3554633e-08
2566,chr2,2566,5279,0.004016432,chrchr2:152267072,0.032042053,RIF1,0.00012869472
2567,chr2,2567,5279,-0.0024924343,chrchr2:152330510,0.032042053,RIF1,-7.9862715e-05
2568,chr2,2568,5280,0.004521884,chrchr2:152346494,0.05376849,NEB,0.00024313487
2569,chr2,2569,5280,0.00077955774,chrchr2:152404294,0.05376849,NEB,4.1915642e-05
2570,chr2,2570,5280,0.09534642,chrchr2:152411556,0.05376849,NEB,0.005126633
2571,chr2,2571,5280,0.06314469,chrchr2:152475938,0.05376849,NEB,0.0033951947
2572,chr2,2572,5280,0.0015741651,chrchr2:152476028,0.05376849,NEB,8.464048e-05
2573,chr2,2573,5280,-0.0041068643,chrchr2:152500449,0.05376849,NEB,-0.00022081989
2574,chr2,2574,5280,-0.022791428,chrchr2:152543967,0.05376849,NEB,-0.0012254607
2575,chr2,2575,5280,-0.0075106453,chrchr2:152581409,0.05376849,NEB,-0.00040383605
2576,chr2,2576,5281,-0.025352752,chrchr2:153004736,-0.0054772203,STAM2,0.00013886261
2577,chr2,2577,5282,0.0016902939,chrchr2:153415376,-0.03779057,FMNL2,-6.387717e-05
2578,chr2,2578,5282,0.019571267,chrchr2:153483257,-0.03779057,FMNL2,-0.00073960936
2579,chr2,2579,5283,-0.0031839325,chrchr2:157182629,1.0763145e-05,NR4A2,-3.4269128e-08
2580,chr2,2580,5284,-3.8293296e-05,chrchr2:157369910,1.5733405e-06,GPD2,-6.024839e-11
2581,chr2,2581,5285,0.0066911783,chrchr2:158152917,-4.728355e-07,GALNT5,-3.1638265e-09
2582,chr2,2582,5286,-0.007134348,chrchr2:158637137,-7.1470586e-06,ACVR1,5.0989605e-08
2583,chr2,2583,5287,0.00015131575,chrchr2:158978178,-1.1357594e-06,UPP2,-1.7185828e-10
2584,chr2,2584,5288,0.021847866,chrchr2:159166069,1.2869605e-06,CCDC148,2.8117341e-08
2585,chr2,2585,5289,0.0039729076,chrchr2:159389762,-1.5566458e-05,PKP4,-6.18441e-08
2586,chr2,2586,5289,0.003866491,chrchr2:159497100,-1.5566458e-05,PKP4,-6.018757e-08
2587,chr2,2587,5290,0.0011084576,chrchr2:159672168,0.006928753,DAPL1,7.680229e-06
2588,chr2,2588,5290,-0.00094284955,chrchr2:159672252,0.006928753,DAPL1,-6.5327717e-06
2589,chr2,2589,5291,-0.00042232007,chrchr2:160033052,2.2083418e-06,TANC1,-9.326271e-10
2590,chr2,2590,5292,-3.641162e-05,chrchr2:160206180,-4.731073e-06,BAZ2B,1.7226603e-10
2591,chr2,2591,5292,0.0046515428,chrchr2:160240195,-4.731073e-06,BAZ2B,-2.200679e-08
2592,chr2,2592,5292,0.00037365287,chrchr2:160245844,-4.731073e-06,BAZ2B,-1.7677791e-09
2593,chr2,2593,5292,-0.0024122854,chrchr2:160252392,-4.731073e-06,BAZ2B,1.1412699e-08
2594,chr2,2594,5293,0.00010723076,chrchr2:160604452,0.01838732,MARCHF7,1.9716863e-06
2595,chr2,2595,5293,0.0002643799,chrchr2:160608946,0.01838732,MARCHF7,4.861238e-06
2596,chr2,2596,5294,0.0028707625,chrchr2:160673526,0.096921116,LY75,0.0002782375
2597,chr2,2597,5294,0.00031674228,chrchr2:160709785,0.096921116,LY75,3.0699015e-05
2598,chr2,2598,5295,-0.00011178862,chrchr2:160889441,-2.2946197e-06,PLA2R1,2.5651237e-10
2599,chr2,2599,5296,0.008694806,chrchr2:160994197,1.2486521e-06,ITGB6,1.0856788e-08
2600,chr2,2600,5296,0.00721661,chrchr2:161052143,1.2486521e-06,ITGB6,9.0110355e-09
2601,chr2,2601,5297,0.022178972,chrchr2:162081279,-8.4782823e-07,LOC101929512,-1.880396e-08
2602,chr2,2602,5298,0.013429577,chrchr2:162735766,-8.258828e-07,SLC4A10,-1.1091257e-08
2603,chr2,2603,5298,0.0045590983,chrchr2:162804186,-8.258828e-07,SLC4A10,-3.765281e-09
2604,chr2,2604,5299,-0.014184219,chrchr2:162865748,4.1974164e-07,DPP4,-5.9537073e-09
2605,chr2,2605,5300,-0.018256394,chrchr2:163005674,-2.2546035e-06,GCG,4.116093e-08
2606,chr2,2606,5301,0.010434608,chrchr2:163123922,-6.691357e-06,IFIH1,-6.982169e-08
2607,chr2,2607,5301,0.003420394,chrchr2:163163191,-6.691357e-06,IFIH1,-2.2887077e-08
2608,chr2,2608,5302,0.0013298284,chrchr2:163216109,-8.6255e-07,GCA,-1.1470435e-09
2609,chr2,2609,5303,-0.010704935,chrchr2:163230185,-8.6147566e-07,KCNH7,9.222041e-09
2610,chr2,2610,5303,-0.0044424385,chrchr2:163256949,-8.6147566e-07,KCNH7,3.8270525e-09
2611,chr2,2611,5304,0.005418513,chrchr2:165358792,8.979733e-07,GRB14,4.86568e-09
2612,chr2,2612,5304,0.0116431005,chrchr2:165404160,8.979733e-07,GRB14,1.0455193e-08
2613,chr2,2613,5305,-0.007885871,chrchr2:165548684,-0.035523746,COBLL1,0.0002801357
2614,chr2,2614,5305,0.009847057,chrchr2:165557069,-0.035523746,COBLL1,-0.00034980435
2615,chr2,2615,5305,0.0065370644,chrchr2:165557318,-0.035523746,COBLL1,-0.00023222102
2616,chr2,2616,5305,-0.006115402,chrchr2:165578781,-0.035523746,COBLL1,0.00021724199
2617,chr2,2617,5306,-0.0015356457,chrchr2:165771594,-6.788047e-07,SLC38A11,1.0424035e-09
2618,chr2,2618,5307,0.0077128476,chrchr2:165951001,-1.0310091e-05,SCN3A,-7.952016e-08
2619,chr2,2619,5307,-0.01229618,chrchr2:165994657,-1.0310091e-05,SCN3A,1.2677474e-07
2620,chr2,2620,5307,0.0045772474,chrchr2:166003301,-1.0310091e-05,SCN3A,-4.7191836e-08
2621,chr2,2621,5307,0.0068101543,chrchr2:166020952,-1.0310091e-05,SCN3A,-7.021331e-08
2622,chr2,2622,5308,-0.0012115806,chrchr2:166231185,-8.993598e-07,SCN2A,1.0896469e-09
2623,chr2,2623,5309,-0.006053662,chrchr2:166626606,1.7544081e-06,GALNT3,-1.0620593e-08
2624,chr2,2624,5310,-0.0015950855,chrchr2:166747445,-2.0637472e-06,TTC21B,3.2918532e-09
2625,chr2,2625,5310,-0.010708708,chrchr2:166773969,-2.0637472e-06,TTC21B,2.2100066e-08
2626,chr2,2626,5311,0.0005341113,chrchr2:166854515,-5.421599e-07,LOC102724058,-2.8957373e-10
2627,chr2,2627,5312,0.007024833,chrchr2:166900333,2.2282622e-05,SCN1A,1.565317e-07
2628,chr2,2628,5312,0.010970095,chrchr2:166900585,2.2282622e-05,SCN1A,2.4444248e-07
2629,chr2,2629,5312,-0.0011703769,chrchr2:166900606,2.2282622e-05,SCN1A,-2.6079066e-08
2630,chr2,2630,5313,-0.0009148476,chrchr2:167108386,-0.030376403,SCN9A,2.778978e-05
2631,chr2,2631,5313,-0.01190362,chrchr2:167129053,-0.030376403,SCN9A,0.00036158916
2632,chr2,2632,5313,0.012037476,chrchr2:167162277,-0.030376403,SCN9A,-0.0003656552
2633,chr2,2633,5313,-0.0025666556,chrchr2:167163043,-0.030376403,SCN9A,7.7965764e-05
2634,chr2,2634,5313,0.0030217366,chrchr2:167168093,-0.030376403,SCN9A,-9.178949e-05
2635,chr2,2635,5314,-0.0013709477,chrchr2:167279922,0.023749659,SCN7A,-3.255954e-05
2636,chr2,2636,5314,-0.0002907856,chrchr2:167322522,0.023749659,SCN7A,-6.906059e-06
2637,chr2,2637,5314,-0.004333167,chrchr2:167334085,0.023749659,SCN7A,-0.00010291123
2638,chr2,2638,5315,-0.0067221136,chrchr2:168067372,-2.627281e-06,XIRP2,1.766088e-08
2639,chr2,2639,5315,0.009218295,chrchr2:168103357,-2.627281e-06,XIRP2,-2.4219052e-08
2640,chr2,2640,5315,-0.00823425,chrchr2:168103997,-2.627281e-06,XIRP2,2.1633689e-08
2641,chr2,2641,5316,0.0016200616,chrchr2:169312974,-1.751142e-06,CERS6,-2.8369578e-09
2642,chr2,2642,5317,-0.0006607543,chrchr2:169824983,-0.026356915,ABCB11,1.7415445e-05
